tier,model,bench,arch,arch_key,N,n,acc,lo,hi,usd_1k,samples
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedQA,SAS CoT,cot,1,250,84.8,79.82538839765846,88.72129583376774,0.092504,1.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedQA,SAS zero-shot,zeroshot,1,250,87.2,82.48867899270435,90.78536277192366,0.029532,1.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedQA,Self-consistency,sc,1,250,85.2,80.26649802416493,89.06807912946158,0.270324,1.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedQA,Self-consistency,sc,3,250,84.39999999999999,79.38530425287445,88.37348705635146,0.330108,3.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedQA,Self-consistency,sc,5,250,85.2,80.26649802416493,89.06807912946158,0.389884,5.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedQA,Self-consistency,sc,9,250,85.6,80.70866646773005,89.41380360809676,0.74978,9.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedQA,Self-consistency,sc,15,250,85.2,80.26649802416493,89.06807912946158,0.928772,15.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Centralized,centralized,1,250,36.8,31.063639818480084,42.93589374890997,0.13994,2.024
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Centralized,centralized,3,250,37.2,31.44454410853008,43.34288238106028,0.278436,4.016
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Centralized,centralized,5,250,38.4,32.58981738809542,44.561287868095846,0.409832,6.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Centralized,centralized,7,250,38.0,32.207635551064776,44.15557678292619,0.54062,8.008
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Centralized,centralized,9,250,37.6,31.825876924195455,43.74944248759521,0.670892,10.016
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Decentralized,discussion,1,250,35.6,29.92352701441643,41.71232778637272,0.063144,1.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Decentralized,discussion,3,250,38.0,32.207635551064776,44.15557678292619,0.271164,3.984
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Decentralized,discussion,5,250,38.4,32.58981738809542,44.561287868095846,0.4996320000000001,7.04
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Decentralized,discussion,7,250,39.2,33.355440837516994,45.37145026307487,0.76544,10.416
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Decentralized,discussion,9,250,38.4,32.58981738809542,44.561287868095846,1.031136,13.752
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Hybrid,tiered,1,250,36.4,30.683166884990985,42.52847376019877,0.064816,1.008
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Hybrid,tiered,3,250,36.4,30.683166884990985,42.52847376019877,0.066348,1.024
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Hybrid,tiered,5,250,36.4,30.683166884990985,42.52847376019877,0.06796,1.04
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Hybrid,tiered,7,250,36.4,30.683166884990985,42.52847376019877,0.069644,1.056
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Hybrid,tiered,9,250,36.4,30.683166884990985,42.52847376019877,0.0708,1.072
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Independent,independent,1,250,35.6,29.92352701441643,41.71232778637272,0.063144,1.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Independent,independent,3,250,36.8,31.063639818480084,42.93589374890997,0.18909600000000001,3.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Independent,independent,5,250,36.8,31.063639818480084,42.93589374890997,0.314804,5.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Independent,independent,7,250,36.0,30.303128258888623,42.12061946410083,0.441136,7.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Independent,independent,9,250,34.4,28.787380244499772,40.48479578968848,0.565992,9.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,SAS CoT,cot,1,250,34.8,29.165649607070655,40.89441934931789,0.098172,1.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,SAS zero-shot,zeroshot,1,250,33.6,28.03219824371439,39.66419194607326,0.03462,1.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Self-consistency,sc,1,250,34.4,28.787380244499772,40.48479578968848,0.311288,1.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Self-consistency,sc,3,250,34.0,28.40956187275826,40.074721239229696,0.37236,3.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Self-consistency,sc,5,250,34.8,29.165649607070655,40.89441934931789,0.433436,5.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Self-consistency,sc,9,250,33.6,28.03219824371439,39.66419194607326,0.836592,9.0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,MedXpertQA,Self-consistency,sc,15,250,34.0,28.40956187275826,40.074721239229696,1.0215400000000001,15.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Centralized,centralized,1,250,56.39999999999999,50.201986360608316,62.40430039459649,0.48994000000000004,2.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Centralized,centralized,3,250,56.8,50.60238561876421,62.791794058640896,0.97464,4.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Centralized,centralized,5,250,54.800000000000004,48.60435081987791,60.85036424652572,1.432128,6.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Centralized,centralized,7,250,56.00000000000001,49.801984391704664,62.01640944129987,1.888456,8.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Centralized,centralized,9,250,57.199999999999996,51.00318342948803,63.178889170117394,2.347636,10.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Decentralized,discussion,1,250,55.60000000000001,49.40237853137002,61.6281223794342,0.223768,1.016
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Decentralized,discussion,3,250,56.8,50.60238561876421,62.791794058640896,0.803436,3.54
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Decentralized,discussion,5,250,57.199999999999996,51.00318342948803,63.178889170117394,1.392084,6.08
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Decentralized,discussion,7,250,57.199999999999996,51.00318342948803,63.178889170117394,2.041352,8.764
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Decentralized,discussion,9,250,57.99999999999999,51.80598018274972,63.95187826125629,2.716536,11.484
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Hybrid,tiered,1,250,56.8,50.60238561876421,62.791794058640896,0.254972,1.22
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Hybrid,tiered,3,250,57.599999999999994,51.40438113999315,63.56558438181257,0.328396,1.684
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Hybrid,tiered,5,250,57.599999999999994,51.40438113999315,63.56558438181257,0.391332,2.1
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Hybrid,tiered,7,250,57.99999999999999,51.80598018274972,63.95187826125629,0.470236,2.568
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Hybrid,tiered,9,250,58.8,52.61038843001786,64.72325585838877,0.535972,2.98
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Independent,independent,1,250,54.400000000000006,48.205927010382325,60.46089513382098,0.220444,1.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Independent,independent,3,250,55.60000000000001,49.40237853137002,61.6281223794342,0.662312,3.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Independent,independent,5,250,56.00000000000001,49.801984391704664,62.01640944129987,1.101992,5.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Independent,independent,7,250,56.39999999999999,50.201986360608316,62.40430039459649,1.543388,7.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Independent,independent,9,250,57.199999999999996,51.00318342948803,63.178889170117394,1.985808,9.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,SAS CoT,cot,1,250,56.39999999999999,50.201986360608316,62.40430039459649,0.384724,1.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,SAS zero-shot,zeroshot,1,250,0.0,0.0,1.5133847249623387,0.079308,1.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Self-consistency,sc,1,250,56.00000000000001,49.801984391704664,62.01640944129987,0.839716,1.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Self-consistency,sc,3,250,56.39999999999999,50.201986360608316,62.40430039459649,1.12128,3.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Self-consistency,sc,5,250,57.199999999999996,51.00318342948803,63.178889170117394,1.403088,5.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Self-consistency,sc,9,250,57.199999999999996,51.00318342948803,63.178889170117394,2.665192,9.0
gemini-3.7-flash,gemini-3.7-flash,MedAgentsBench-hard,Self-consistency,sc,15,250,57.99999999999999,51.80598018274972,63.95187826125629,3.510112,15.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Centralized,centralized,1,250,96.39999999999999,93.30088524397114,98.0946937312638,1.398544,2.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Centralized,centralized,3,250,96.39999999999999,93.30088524397114,98.0946937312638,2.708244,4.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Centralized,centralized,5,250,96.0,92.79465354073034,97.8130325123043,4.036992,6.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Centralized,centralized,7,250,96.0,92.79465354073034,97.8130325123043,5.360428,8.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Centralized,centralized,9,250,96.0,92.79465354073034,97.8130325123043,6.674088,10.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Decentralized,discussion,1,250,96.39999999999999,93.30088524397114,98.0946937312638,0.666476,1.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Decentralized,discussion,3,250,96.39999999999999,93.30088524397114,98.0946937312638,2.031968,3.06
gemini-3.7-flash,gemini-3.7-flash,MedQA,Decentralized,discussion,5,250,96.0,92.79465354073034,97.8130325123043,3.38386,5.12
gemini-3.7-flash,gemini-3.7-flash,MedQA,Decentralized,discussion,7,250,96.0,92.79465354073034,97.8130325123043,4.76302,7.196
gemini-3.7-flash,gemini-3.7-flash,MedQA,Decentralized,discussion,9,250,96.0,92.79465354073034,97.8130325123043,6.105156,9.252
gemini-3.7-flash,gemini-3.7-flash,MedQA,Hybrid,tiered,1,250,96.0,92.79465354073034,97.8130325123043,0.630032,1.024
gemini-3.7-flash,gemini-3.7-flash,MedQA,Hybrid,tiered,3,250,96.0,92.79465354073034,97.8130325123043,0.683596,1.072
gemini-3.7-flash,gemini-3.7-flash,MedQA,Hybrid,tiered,5,250,96.0,92.79465354073034,97.8130325123043,0.737876,1.12
gemini-3.7-flash,gemini-3.7-flash,MedQA,Hybrid,tiered,7,250,96.0,92.79465354073034,97.8130325123043,0.796248,1.168
gemini-3.7-flash,gemini-3.7-flash,MedQA,Hybrid,tiered,9,250,96.0,92.79465354073034,97.8130325123043,0.8476,1.216
gemini-3.7-flash,gemini-3.7-flash,MedQA,Independent,independent,1,250,96.39999999999999,93.30088524397114,98.0946937312638,0.666476,1.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Independent,independent,3,250,96.39999999999999,93.30088524397114,98.0946937312638,1.977444,3.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Independent,independent,5,250,96.39999999999999,93.30088524397114,98.0946937312638,3.289568,5.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Independent,independent,7,250,96.39999999999999,93.30088524397114,98.0946937312638,4.606636,7.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Independent,independent,9,250,96.0,92.79465354073034,97.8130325123043,5.919996,9.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,SAS CoT,cot,1,250,96.39999999999999,93.30088524397114,98.0946937312638,0.944712,1.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,SAS zero-shot,zeroshot,1,250,95.6,92.29414729274126,97.52564583809308,0.526336,1.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Self-consistency,sc,1,250,96.0,92.79465354073034,97.8130325123043,1.290392,1.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Self-consistency,sc,3,250,96.39999999999999,93.30088524397114,98.0946937312638,2.43932,3.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Self-consistency,sc,5,250,96.39999999999999,93.30088524397114,98.0946937312638,3.5883,5.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Self-consistency,sc,9,250,96.0,92.79465354073034,97.8130325123043,6.601596,9.0
gemini-3.7-flash,gemini-3.7-flash,MedQA,Self-consistency,sc,15,250,96.0,92.79465354073034,97.8130325123043,10.04484,15.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Centralized,centralized,1,250,61.6,55.438712131904154,67.41018261190457,0.539632,2.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Centralized,centralized,3,250,64.0,57.87938053589917,69.69687174111138,1.076084,4.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Centralized,centralized,5,250,61.6,55.438712131904154,67.41018261190457,1.587928,6.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Centralized,centralized,7,250,63.2,57.06410625109003,68.9363601815199,2.08928,8.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Centralized,centralized,9,250,60.8,54.62854973692512,66.64455916248299,2.584084,10.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Decentralized,discussion,1,250,62.4,56.2505575124048,68.17412307580454,0.245768,1.008
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Decentralized,discussion,3,250,64.0,57.87938053589917,69.69687174111138,0.920912,3.684
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Decentralized,discussion,5,250,62.8,56.65711761893972,68.55545589146992,1.622448,6.42
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Decentralized,discussion,7,250,62.4,56.2505575124048,68.17412307580454,2.381752,9.268
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Decentralized,discussion,9,250,62.0,55.84442321707381,67.79236444893522,3.172028,12.132
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Hybrid,tiered,1,250,61.6,55.438712131904154,67.41018261190457,0.284736,1.22
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Hybrid,tiered,3,250,61.6,55.438712131904154,67.41018261190457,0.386096,1.756
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Hybrid,tiered,5,250,60.8,54.62854973692512,66.64455916248299,0.512792,2.34
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Hybrid,tiered,7,250,61.199999999999996,55.0334217662286,67.02758005537984,0.644768,2.96
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Hybrid,tiered,9,250,61.199999999999996,55.0334217662286,67.02758005537984,0.793032,3.628
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Independent,independent,1,250,62.0,55.84442321707381,67.79236444893522,0.24466000000000002,1.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Independent,independent,3,250,62.8,56.65711761893972,68.55545589146992,0.736584,3.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Independent,independent,5,250,61.199999999999996,55.0334217662286,67.02758005537984,1.227456,5.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Independent,independent,7,250,61.199999999999996,55.0334217662286,67.02758005537984,1.718848,7.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Independent,independent,9,250,59.599999999999994,53.416421394060144,65.4930087387471,2.206052,9.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,SAS CoT,cot,1,250,60.4,54.224093765742055,66.26112221146577,0.43172,1.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,SAS zero-shot,zeroshot,1,250,0.0,0.0,1.5133847249623387,0.0973,1.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Self-consistency,sc,1,250,59.599999999999994,53.416421394060144,65.4930087387471,0.989312,1.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Self-consistency,sc,3,250,59.199999999999996,53.01320093936375,65.10833627124318,1.28352,3.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Self-consistency,sc,5,250,58.8,52.61038843001786,64.72325585838877,1.577516,5.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Self-consistency,sc,9,250,58.4,52.20798207694061,64.33776928926572,3.006888,9.0
gemini-3.7-flash,gemini-3.7-flash,MedXpertQA,Self-consistency,sc,15,250,58.4,52.20798207694061,64.33776928926572,3.882016,15.0
